time,lat,lon,depth,mag,magType,nst,gap,dmin,rms
2022-06-08T10:42:02.198Z,31.65760532,-104.5180063,7.494091797,4.1,ml,34,88,0.018364649,0.2
2022-06-08T09:49:25.122Z,31.59979445,-103.9848973,5.437451172,2.7,ml,10,83,0.08779992,0.2
2022-06-08T09:46:39.134Z,31.60529166,-103.9903015,7.596923828,2.5,ml,14,73,0.203854448,0.2
2022-06-08T09:19:30.822Z,31.6015713,-104.0031939,6.671435547,2.7,ml,12,78,0.133008048,0.2
2022-06-08T07:05:30.913Z,31.72136173,-104.5940674,6.465771484,2.7,ml,20,140,0.074866569,0.3
2022-06-07T16:31:24.490Z,37.925,-118.5233333,6.67,2.56,md,44,65,0.1694,0.05
2022-06-07T09:48:58.180Z,40.2996667,-124.502,15.02,2.72,md,22,260,0.1224,0.13
2022-06-07T01:58:28.720Z,45.622,-122.4558333,6.82,2.65,ml,75,49,0.03047,0.2
2022-06-07T00:32:50.230Z,32.4935,-116.305,16.07,2.51,ml,44,73,0.1653,0.19
2022-06-06T19:01:46.517Z,43.7673,-105.3272,0,3.3,ml,16,81,0.997,0.53
2022-06-06T18:53:36.775Z,32.4041748,-101.5994188,9.732991536,2.6,ml,30,59,0.19744993,0.3
2022-06-06T17:58:12.278Z,31.60539631,-104.277015,7.031347656,2.5,ml,14,77,0.151967694,0.3
2022-06-06T16:05:32.550Z,38.7456667,-122.7141667,1.59,2.62,md,74,36,0.005339,0.07
2022-06-06T08:14:21.389Z,32.40692139,-101.5833413,6.871785482,3.9,ml,29,72,0.211188298,0.2
2022-06-06T07:12:54.150Z,31.71926451,-104.538838,5.308911133,4.3,ml,47,123,0.039669878,0.3
2022-06-06T00:37:01.453Z,31.58706844,-104.4850126,6.877099609,2.8,ml,22,72,0.082769136,0.4
2022-06-05T20:09:09.100Z,38.7776667,-122.6258333,6.07,2.67,md,45,43,0.05758,0.14
2022-06-05T18:46:01.609Z,31.60010327,-104.0284678,6.311523438,2.6,ml,14,81,0.132431508,0.3
2022-06-05T10:56:55.671Z,31.64845843,-104.4474103,7.648339844,2.6,ml,9,73,0.049768362,0.2
2022-06-05T07:24:01.780Z,35.08466667,-95.50733333,7.64,2.8,ml,92,57,0,0.21
2022-06-04T21:50:20.395Z,31.71168951,-104.5966527,7.648339844,2.72409908,mlv,13,96,0.081346063,0.5
2022-06-04T20:56:56.982Z,31.6650748,-104.3288788,6.74855957,2.7,ml,17,86,0.054934627,0.2
2022-06-04T19:54:28.183Z,37.2645,-104.4786,6.96,2.8,ml,18,81,0.136,0.27
2022-06-04T19:13:23.896Z,31.65532821,-104.3059242,7.288427734,2.6,ml,20,63,0.038588207,0.2
2022-06-04T16:23:52.219Z,38.624,-97.4577,5,3,mb_lg,55,91,0.704,0.37
2022-06-04T15:30:20.420Z,39.302,-122.8581667,6.61,2.51,md,50,48,0.1764,0.12
2022-06-04T10:08:36.682Z,31.65668013,-104.5788171,6.208691406,2.5,ml,11,90,0.067605166,0.3
2022-06-04T01:57:54.086Z,25.1137,-109.7543,10,4,mb,19,128,1.432,1.21
2022-06-04T01:38:59.925Z,25.196,-109.7535,10,4.7,mb,30,127,0.76,0.47
2022-06-04T01:04:30.470Z,25.1162,-109.6413,10,4.2,mb,45,122,0.727,1.15
2022-06-03T22:41:30.110Z,31.59606731,-103.9999406,6.362939453,2.6,ml,11,77,0.138064815,0.2
2022-06-03T21:50:06.689Z,31.59330613,-104.0010033,7.596923828,2.8,ml,13,77,0.138121294,0.2
2022-06-03T21:27:59.715Z,31.59561686,-103.9972491,6.208691406,2.6,ml,12,78,0.135740009,0.2
2022-06-03T20:44:39.717Z,31.6550432,-104.5529644,7.648339844,2.6,ml,19,88,0.046527077,0.4
2022-06-03T16:41:41.475Z,31.6311,-103.9583,5,3.3,ml,69,47,0.081,0.44
2022-06-03T14:45:48.380Z,35.12383333,-95.484,12.88,3.16,ml,72,55,0.079184461,0.68
2022-06-03T14:45:39.990Z,35.08483333,-95.5055,5.9,2.78,ml,82,57,0,0.24
2022-06-03T12:42:32.139Z,31.71331939,-104.5648956,7.494091797,2.6,ml,12,94,0.05854127,0.3
2022-06-03T12:05:21.050Z,33.9005,-118.4136667,11.27,2.51,ml,102,57,0.03647,0.22
2022-06-03T11:02:47.220Z,40.7188333,-112.0986667,11.65,2.52,ml,39,46,0.0347,0.17
2022-06-03T10:40:29.910Z,33.2338333,-116.6641667,10.94,3.68,ml,154,15,0.03738,0.2
2022-06-03T08:50:43.028Z,31.71334449,-104.5616645,4.923291016,2.5,ml,14,94,0.056533573,0.5
2022-06-03T06:34:31.971Z,31.63193321,-103.9947289,4.614794922,3,ml,11,68,0.149027996,0.2
2022-06-02T23:02:29.726Z,31.60486574,-103.9800791,7.854003906,2.6,ml,8,108,0.210072742,0.2
2022-06-02T20:57:23.698Z,38.1845,-117.8827,3.8,3.4,mw,24,39.31,0.076,0.1365
2022-06-02T14:04:01.520Z,37.1958333,-118.2513333,12.5,2.87,md,27,149,0.04298,0.04
2022-06-02T12:07:22.230Z,38.0765,-122.0076667,18.43,4.14,mw,202,24,0.04994,0.25
2022-06-02T07:25:43.136Z,31.72538435,-104.5499443,7.494091797,2.5,ml,11,94,0.040982727,0.3
2022-06-01T18:16:36.668Z,31.71220509,-104.5896572,5.437451172,3.1,ml,23,92,0.075996181,0.2
2022-06-01T17:49:26.091Z,31.60063728,-104.0074926,7.699755859,2.5,ml,14,76,0.133340213,0.3
2022-06-01T17:23:00.750Z,31.59884666,-103.9934991,5.745947266,2.9,ml,14,80,0.137357453,0.2
2022-06-01T16:17:04.902Z,31.7210008,-104.5816754,7.237011719,3.2,ml,18,96,0.065630984,0.4
2022-06-01T16:06:13.333Z,31.61015535,-103.9787581,9.627856445,3.3,ml,27,54,0.078610279,0.1
2022-06-01T15:46:10.839Z,31.71526584,-104.5509138,6.157275391,4.6,ml,45,90,0.048927009,0.3
2022-06-01T15:07:37.755Z,31.59607463,-103.9977892,7.288427734,2.5,ml,13,89,0.136318953,0.2
2022-06-01T15:01:49.756Z,31.59957436,-103.9819379,9.627856445,4.3,ml,28,52,0.08565134,0.2
2022-06-01T14:51:23.179Z,31.59587463,-103.9889134,7.93112793,2.8,ml,17,81,0.129068243,0.2
2022-06-01T13:56:26.696Z,25.8259,-110.5196,10,4.2,mb,98,148,2.142,0.34
2022-06-01T12:58:22.190Z,34.0105,-116.4458333,7.28,2.51,ml,80,22,0.07481,0.14
2022-06-01T12:33:06.283Z,32.07274947,-103.7902783,7.596923828,2.7,ml,14,69,0.062617493,0.2
2022-06-01T07:36:29.990Z,25.8786,-110.153,10,4.2,mb,36,180,1.041,1.29
2022-06-01T05:08:32.873Z,44.2425,-115.2067,10,2.5,ml,29,49,0.889,1.2
2022-05-31T23:53:29.030Z,35.7945,-117.6253333,5.92,3.08,ml,56,29,0.031,0.17
2022-05-31T22:12:27.620Z,39.0608333,-109.2958333,6.81,3.76,ml,19,102,0.5584,0.2
2022-05-31T22:12:11.800Z,39.0713333,-109.2858333,6.01,2.5,md,13,105,0.5643,0.14
2022-05-31T19:17:26.210Z,31.3605,-115.8805,6.6,2.72,ml,6,217,0.0881,0.08
2022-05-31T19:00:14.190Z,38.8093333,-122.8136667,0.57,2.93,ml,42,55,0.01213,0.06
2022-05-31T19:00:01.700Z,38.8003333,-122.8116667,3.73,2.99,ml,84,29,0.01374,0.06
2022-05-31T17:30:18.526Z,31.71610183,-104.5616942,7.391259766,2.7,ml,18,94,0.054646275,0.3
2022-05-31T16:33:13.383Z,44.4377,-115.1974,10,2.5,ml,20,60,0.865,1.13
2022-05-31T09:02:55.860Z,35.889,-117.6878333,6.08,2.82,ml,48,22,0.06617,0.13
2022-05-31T08:40:31.990Z,36.1851667,-89.3806667,11.19,3.21,md,80,48,0.04494,0.14
2022-05-31T08:25:48.108Z,32.33,-103.3832,6.08,2.7,mb_lg,39,36,0.158,0.94
2022-05-31T08:00:15.220Z,36.1853333,-89.38,10.52,2.61,md,63,48,0.04454,0.14
2022-05-31T06:53:43.354Z,38.1232,-118.0979,10.7,2.8,ml,28,50.47,0.11,0.1191
2022-05-31T05:24:03.630Z,32.394,-115.2476667,6.94,2.76,ml,26,72,0.05476,0.25
2022-05-31T00:05:24.860Z,38.7638333,-122.7153333,1.47,2.52,md,60,24,0.007777,0.07
2022-05-30T14:38:18.434Z,31.61536623,-104.0011075,7.391259766,2.7,ml,15,77,0.146001118,0.3
2022-05-30T10:30:00.382Z,32.11303711,-102.1374809,7.727701823,2.7,ml,23,54,0.029990818,0.1
2022-05-29T22:58:25.220Z,40.824,-123.28,28.67,2.85,md,51,49,0.1702,0.17
2022-05-29T15:36:53.500Z,31.24522818,-103.5476438,3.946386719,2.5,ml,11,87,0.040218945,0.3
2022-05-29T15:26:56.190Z,31.8693333,-116.1776667,12.04,3.83,ml,20,126,0.2374,0.25
2022-05-28T21:21:40.149Z,31.64196172,-104.3876147,7.391259766,2.7,ml,12,79,0.100103735,0.2
2022-05-28T20:46:49.880Z,38.8138333,-122.8098333,1.36,2.5,md,73,26,0.00955,0.06
2022-05-28T20:25:21.130Z,32.5928333,-115.5295,2.24,2.63,ml,34,80,0.08134,0.24
2022-05-28T19:07:44.030Z,48.80783333,-120.8225,-0.06,3.16,ml,15,159,0.5664,0.37
2022-05-28T11:39:28.829Z,35.08433333,-95.50733333,7.77,2.73,ml,86,57,0,0.21
2022-05-28T00:42:05.860Z,36.2383333,-120.8108333,6.67,3.02,ml,81,110,0.02368,0.12
2022-05-27T06:16:27.257Z,31.57430579,-104.154708,6.465771484,2.8,ml,19,67,0.094552052,0.3
2022-05-27T06:16:20.026Z,31.72274693,-103.9814186,8.136791992,2.5,ml,24,62,0.042931031,0.2
2022-05-26T21:21:59.894Z,45.0722,-106.9388,0,2.9,ml,28,97,1.649,1.23
2022-05-26T18:43:35.586Z,31.62614529,-104.2647993,4.511962891,2.5,ml,8,85,0.045531934,0.1
2022-05-26T17:38:21.129Z,31.65459698,-104.423249,6.671435547,2.6,ml,17,64,0.067565866,0.3
2022-05-26T17:15:54.810Z,47.5494,-92.582,0,2.9,ml,21,80,0.833,0.92
2022-05-26T09:32:03.469Z,31.66735062,-104.3700766,7.854003906,2.7,ml,11,91,0.08976675,0.2
2022-05-26T09:30:26.717Z,31.66138635,-104.36841,7.391259766,2.9,ml,24,62,0.088839006,0.2
2022-05-26T09:23:32.530Z,35.6026667,-117.406,4.79,4.28,mw,48,41,0.04856,0.18
2022-05-26T08:59:59.826Z,31.56712095,-104.167836,7.622631836,2.6,ml,14,68,0.102350377,0.2
2022-05-26T08:11:39.700Z,37.2298333,-118.2918333,5.47,3.31,ml,33,76,0.007099,0.05
2022-05-26T08:01:23.950Z,37.5456667,-118.8021667,7.32,2.5,md,25,131,0.04919,0.03
2022-05-26T03:32:32.860Z,37.4115,-118.59,11.29,2.81,md,39,45,0.1794,0.06
2022-05-26T00:51:50.275Z,31.55178537,-104.0448916,6.465771484,2.8,ml,12,81,0.169959742,0.2
2022-05-25T23:52:46.737Z,31.67117362,-104.3464242,7.648339844,2.6,ml,9,81,0.06950132,0.2
2022-05-25T21:26:39.646Z,38.2476,-118.3574,8.8,2.7,ml,24,60.82,0.116,0.1347
2022-05-25T19:21:54.398Z,43.6688,-105.266,0,3.1,ml,13,124,0.997,0.54
2022-05-25T17:29:55.340Z,34.374,-118.722,12.52,2.57,ml,80,42,0.07051,0.22
2022-05-25T10:38:07.350Z,45.17016667,-122.6256667,24.19,2.7,ml,57,58,0.1086,0.19
2022-05-25T09:59:11.337Z,40.1048,-119.4655,11.1,2.5,ml,11,150.62,0.214,0.1279
2022-05-25T09:50:34.442Z,31.65464279,-104.3809995,7.622631836,3.3,ml,20,62,0.100431768,0.3
2022-05-25T09:31:42.891Z,40.0985,-119.4644,9.4,2.5,ml,7,148.9,0.217,0.1724
2022-05-25T04:41:59.801Z,38.1593,-117.9384,10.6,2.5,ml,15,102.16,0.026,0.1179
2022-05-25T01:46:17.831Z,44.3117,-116.1689,12.27,2.7,ml,23,77,0.785,0.5
2022-05-24T21:18:50.045Z,40.6263,-109.4424,0,3.2,ml,16,136,0.111,0.48
2022-05-24T20:05:25.843Z,43.7537,-105.3883,0,3.2,ml,22,68,1.043,0.37
2022-05-24T12:12:48.925Z,38.1671,-117.9031,10,2.7,ml,24,53.6,0.053,0.1303
2022-05-24T06:37:59.905Z,32.5456,-109.1064,18.13,2.8,ml,26,72,0.016,0.21
2022-05-24T06:13:34.896Z,32.5177002,-101.2135575,7.776611328,2.6,ml,14,88,0.151879899,0.2
2022-05-24T05:16:33.330Z,39.6326667,-122.0078333,24.73,2.58,md,21,65,0.2811,0.1
2022-05-24T02:39:33.880Z,35.9041667,-84.0201667,19.76,2.58,md,19,76,0.05173,0.12
2022-05-23T21:49:50.720Z,39.79,-122.0033333,16.8,2.72,md,30,37,0.156,0.21
2022-05-23T19:49:11.088Z,42.8995,-82.4453,5,2.5,ml,17,161,0.18,0.32
2022-05-23T10:43:35.372Z,44.2844,-115.0961,12.62,3,ml,30,66,0.765,0.48
2022-05-23T10:32:50.250Z,34.4101667,-119.4113333,13.25,2.7,ml,66,88,0.07117,0.26
2022-05-23T00:23:43.283Z,44.3619,-115.2151,10,2.6,ml,21,61,0.844,1.01
2022-05-22T23:40:28.870Z,38.5181667,-119.5231667,3.53,2.61,md,21,70,0.03421,0.07
2022-05-22T13:19:53.430Z,36.8296667,-121.5553333,3.45,2.93,md,83,25,0.03639,0.21
2022-05-22T11:34:01.372Z,31.67563361,-104.4043329,7.93112793,3.2,ml,28,56,0.082514276,0.2
2022-05-22T09:58:57.424Z,47.458,-115.8348,5,3,ml,47,67,0.554,0.7
2022-05-22T08:26:23.880Z,34.9223333,-119.0171667,12.78,2.63,ml,79,25,0.06413,0.29
2022-05-22T01:30:30.390Z,37.5186667,-118.8228333,5.31,3.35,ml,40,46,0.07141,0.05
2022-05-22T00:50:00.405Z,32.00191291,-103.8214342,7.391259766,2.6,ml,10,86,0.08119023,0.2
2022-05-21T21:30:11.967Z,31.59419186,-104.0106889,8.933740234,2.6,ml,18,81,0.133116088,0.2
2022-05-21T13:47:32.872Z,44.3013,-116.1974,10.05,2.8,ml,22,78,0.798,0.55
2022-05-21T08:48:02.779Z,36.29716667,-98.17883333,7.85,2.9,ml,99,26,0,0.16
2022-05-21T08:11:12.300Z,40.5215,-122.9758333,43.13,2.57,md,25,69,0.09071,0.09
2022-05-21T07:23:51.333Z,31.59514079,-104.0020877,5.231787109,2.5,ml,10,88,0.134705689,0.1
2022-05-20T22:11:27.220Z,40.3743333,-124.8918333,10.12,2.63,md,38,250,0.4285,0.19
2022-05-20T20:04:38.387Z,43.7222,-105.3424,0,3.1,ml,70,59,1.024,0.9
2022-05-20T16:20:35.460Z,40.4836667,-124.3091667,19.16,3.05,ml,30,127,0.02307,0.11
2022-05-20T15:51:58.367Z,30.8253,-105.4707,9.03,2.8,ml,24,175,0.419,0.96
2022-05-20T11:53:55.270Z,33.2318333,-116.2773333,10.62,2.53,ml,111,18,0.04367,0.19
2022-05-20T09:11:24.018Z,31.9911109,-103.8222138,7.879711914,2.6,ml,11,78,0.086858373,0.1
2022-05-20T08:16:49.080Z,37.9438333,-118.5413333,9.38,2.61,md,38,73,0.1786,0.13
2022-05-19T20:44:18.996Z,46.0062,-106.7578,0,3.2,ml,22,105,0.776,1.03
2022-05-19T15:14:13.312Z,31.68316872,-104.4116693,6.054443359,2.5,ml,11,93,0.077345009,0.2
2022-05-19T12:52:00.230Z,33.5018333,-116.504,13.99,2.7,ml,110,27,0.05993,0.19
2022-05-19T11:52:11.156Z,28.45916748,-98.74460018,1.736287435,2.5,ml,13,82,0.282693119,0.4
2022-05-19T05:34:00.000Z,32.732,-119.5407,8.38,2.9,ml,23,226,1.828,0.55
2022-05-19T02:48:54.063Z,31.69370569,-104.2647719,7.442675781,2.6,ml,11,63,0.086376799,0.2
2022-05-18T20:53:12.363Z,31.55207133,-104.1424702,7.725463867,2.5,ml,11,69,0.077417008,0.2
2022-05-18T15:47:52.730Z,36.4608333,-116.9495,8.16,2.62,ml,23,88,0.06984,0.19
2022-05-18T01:43:06.052Z,31.64380688,-104.3865547,7.494091797,3,ml,18,74,0.100501562,0.2
2022-05-17T23:36:48.896Z,38.1172,-118.0979,11,2.5,ml,20,44.67,0.111,0.1242
2022-05-17T20:10:27.645Z,43.7914,-105.3333,0,3.2,ml,33,60,0.993,0.66
2022-05-17T19:13:10.880Z,43.6413,-105.3566,0,3.3,ml,21,74,1.068,1.08
2022-05-17T11:21:07.108Z,31.6637,-104.3728,8.7,2.5,ml,41,61,0.092,0.3
2022-05-17T11:21:07.070Z,31.65220843,-104.3661776,6.774267578,2.7,ml,16,67,0.088507,0.4
2022-05-17T08:07:34.400Z,48.29966667,-121.852,3.53,3.4,ml,60,54,0.116,0.37
2022-05-17T00:28:02.270Z,38.3701667,-88.9463333,15.51,2.52,md,30,43,0.4377,0.24
2022-05-16T16:24:43.590Z,40.3835,-124.6603333,23.24,2.71,md,33,240,0.2608,0.13
2022-05-16T15:36:38.810Z,35.6433333,-118.32,7.56,2.66,ml,41,39,0.05782,0.15
2022-05-16T06:36:52.230Z,34.0068333,-116.4455,7.38,2.84,ml,117,19,0.07271,0.14
2022-05-16T06:16:50.290Z,34.0078333,-116.4448333,8.25,3.76,mw,115,21,0.07131,0.15
2022-05-16T03:54:04.296Z,31.65467958,-104.2136159,7.674047852,2.7,ml,12,71,0.046893776,0.3
2022-05-15T20:02:46.570Z,43.7103,-105.321,0,3.5,ml,21,77,1.015,0.53
2022-05-15T07:05:14.842Z,31.67683334,-104.3965378,7.185595703,2.7,ml,17,56,0.089239648,0.2
2022-05-15T02:33:34.110Z,31.5145,-115.6358333,9.02,2.95,ml,9,101,0.1763,0.09
2022-05-15T02:26:34.720Z,31.504,-115.6405,8.73,3.24,ml,8,107,0.1663,0.21
2022-05-15T00:00:02.667Z,32.6989,-104.4516,2.31,3.2,ml,45,73,0.557,0.52
2022-05-14T21:28:14.790Z,34.9123333,-119.353,5.83,3.26,ml,72,26,0.05664,0.31
2022-05-14T19:00:57.450Z,35.1055,-96.3135,2.6,3.12,ml,99,59,0,0.23
2022-05-14T15:36:02.195Z,32.00004995,-103.8333135,6.877099609,2.8,ml,15,78,0.162942082,0.3
2022-05-14T13:46:16.013Z,31.64939686,-104.5093109,6.054443359,2.6,ml,14,84,0.020568472,0.4
2022-05-14T11:20:00.840Z,40.3771667,-124.7546667,18.35,3,md,69,237,0.3272,0.17
2022-05-14T09:28:04.885Z,31.6064253,-103.9948791,7.725463867,3.2,ml,15,73,0.1267945,0.2
2022-05-14T09:15:22.489Z,31.59791297,-103.9977978,7.905419922,2.7,ml,17,78,0.133523,0.2
2022-05-14T08:25:51.780Z,31.9821167,-102.3100467,7.263061523,2.7,ml,18,86,0.030013517,0.1
2022-05-13T21:38:49.505Z,31.66300432,-104.4028728,5.437451172,2.6,ml,22,84,0.083650954,0.3
2022-05-13T19:45:18.040Z,35.6956667,-117.6093333,7.96,3.16,ml,48,49,0.06319,0.14
2022-05-13T16:28:42.500Z,35.6948333,-117.6081667,8.48,2.78,ml,40,52,0.06323,0.11
2022-05-13T14:49:33.983Z,45.9615,-106.5758,0,3.2,ml,24,116,0.767,0.53
2022-05-13T13:32:36.610Z,33.342,-116.8575,7.37,3.48,mw,153,12,0.01236,0.23
2022-05-13T13:02:51.103Z,31.64933546,-104.384451,7.391259766,3,ml,20,63,0.101035554,0.3
2022-05-13T11:50:51.086Z,31.64010271,-104.3908269,7.802587891,2.6,ml,13,72,0.111911888,0.1
2022-05-13T07:48:14.230Z,37.7823333,-112.9468333,6.58,2.69,ml,18,98,0.2174,0.16
2022-05-13T07:35:57.753Z,31.68393225,-104.2867715,6.979931641,2.7,ml,12,65,0.022365223,0.2
2022-05-13T05:11:38.470Z,36.2231667,-117.8825,5.52,2.73,ml,45,46,0.1077,0.17
2022-05-12T20:50:44.601Z,31.67218158,-104.4051091,6.362939453,3.2,ml,15,58,0.081631508,0.3
2022-05-12T18:05:04.162Z,32.36938477,-101.6144245,2.054199219,2.8,ml,10,61,0.176380496,0.2
2022-05-12T17:16:25.594Z,31.7518049,-104.1830494,7.365551758,3,ml,16,69,0.028869791,0.3
2022-05-12T16:48:13.500Z,34.7905,-97.76983333,14.91,2.84,ml,92,62,0.16286804,0.24
2022-05-12T06:33:22.703Z,32.26959229,-101.9456221,5.697957357,2.6,ml,15,63,0.051707847,0.3
2022-05-12T03:53:41.036Z,31.61416492,-103.9456909,6.825683594,2.9,ml,11,63,0.121883206,0.8
2022-05-11T20:02:53.239Z,43.759,-105.3019,0,3.4,ml,18,103,0.983,1.11
2022-05-11T16:10:28.240Z,31.61043564,-103.9628898,7.031347656,3.1,ml,19,56,0.253574366,0.3
2022-05-11T13:32:02.230Z,44.681,-109.9963333,13.95,4.22,ml,29,113,0.07345,0.22
2022-05-11T07:25:19.250Z,33.4798333,-116.4855,14.33,2.57,ml,105,26,0.06622,0.21
2022-05-11T07:07:26.560Z,38.0553333,-119.2275,7.48,2.76,md,57,70,0.2176,0.14
2022-05-11T02:06:44.251Z,31.65302574,-104.3823308,6.157275391,2.5,ml,13,68,0.101834973,0.2
2022-05-10T22:49:33.595Z,39.5888,-116.7624,0,2.7,ml,6,179.76,0.822,0.1372
2022-05-10T21:33:44.270Z,40.1508,-116.7455,0,2.5,ml,15,117,0.459,0.59
2022-05-10T20:02:00.477Z,43.7987,-105.2694,0,3.1,ml,33,61,0.947,0.28
2022-05-10T19:30:17.252Z,32.50762939,-101.2189167,0.709187826,2.6,ml,19,55,0.142748351,0.2
2022-05-10T19:09:07.230Z,34.1703333,-80.721,2.07,2.57,md,13,62,0.03949,0.33
2022-05-10T14:12:14.925Z,45.3264,-76.2178,10.92,2.5,mb_lg,17,138,0.741,0.43
2022-05-10T10:24:13.094Z,31.68201092,-104.4130047,5.154663086,2.8,ml,23,88,0.076014328,0.2
2022-05-10T08:01:52.130Z,35.5235,-117.3873333,8.8,2.96,ml,50,31,0.01866,0.13
2022-05-10T06:53:51.020Z,35.5251667,-117.3896667,9.05,3.53,ml,49,47,0.02051,0.15
2022-05-10T04:12:55.465Z,31.57904977,-104.0036248,6.208691406,2.5,ml,12,88,0.096696319,0.2
2022-05-10T03:55:40.020Z,34.1736667,-80.7313333,2.25,2.76,md,19,63,0.04732,0.34
2022-05-10T00:05:48.428Z,31.31543791,-103.3926569,5.437451172,2.5,ml,13,61,0.032955205,0.4
2022-05-09T23:21:37.400Z,36.918,-118.0076667,1.49,3.15,ml,21,77,0.1956,0.22
2022-05-09T21:38:24.160Z,33.0425,-116.354,11.99,2.57,ml,91,28,0.07877,0.21
2022-05-09T21:35:33.550Z,33.0391667,-116.3538333,11.34,3.54,ml,124,21,0.08041,0.19
2022-05-09T20:02:45.684Z,43.7023,-105.3402,0,3.1,ml,11,117,1.031,0.28
2022-05-09T15:35:09.172Z,31.60739783,-103.9787457,9.267944336,2.9,ml,16,63,0.080794601,0.1
2022-05-09T09:26:07.620Z,37.38,-118.7981667,10.66,2.6,md,36,65,0.1891,0.06
2022-05-09T05:32:47.550Z,34.1588333,-80.731,3.95,3.25,md,24,63,0.03703,0.32
2022-05-08T16:06:25.232Z,44.3536,-115.2085,10,2.7,ml,22,62,0.839,0.86
2022-05-08T15:38:43.400Z,35.68,-117.4736667,6.73,2.57,ml,42,65,0.09376,0.15
2022-05-08T14:49:05.409Z,39.632,-116.937,2.1,2.6,ml,14,139.39,0.82,0.0858
2022-05-08T14:31:30.339Z,36.7715,-97.84016667,7.9,2.86,ml,101,68,0,0.2
2022-05-08T09:46:04.090Z,31.1498333,-115.9853333,9.36,2.6,ml,6,226,0.2962,0.08
2022-05-08T06:39:59.108Z,29.8519,-105.047,17.78,2.5,ml,17,103,0.933,0.56
2022-05-08T05:35:58.399Z,35.0885,-95.51833333,7.49,2.86,ml,81,88,0.120576339,0.22
2022-05-08T03:28:31.143Z,31.70284507,-104.1364118,7.57121582,2.5,ml,12,86,0.055416803,0.2
2022-05-07T21:25:30.200Z,38.2368333,-119.3401667,10.54,2.57,md,38,83,0.1369,0.18
2022-05-07T17:03:52.919Z,43.818,-105.3389,0,3.4,ml,45,55,0.988,0.58
2022-05-07T16:42:58.745Z,44.4969,-105.4885,0,3,ml,15,122,1.108,0.24
2022-05-07T12:16:22.990Z,35.5283333,-118.5115,1.91,2.7,ml,52,34,0.1376,0.19
2022-05-07T11:36:29.717Z,44.4363,-115.1975,10,2.7,ml,15,82,0.832,0.81
2022-05-07T08:00:22.990Z,38.8321667,-122.8126667,2.51,2.51,md,80,27,0.00899,0.05
2022-05-07T07:19:01.990Z,37.7965,-112.9528333,5.34,2.53,ml,19,151,0.2274,0.23
2022-05-07T06:21:15.240Z,31.99342185,-103.8157383,8.033959961,2.7,ml,14,67,0.099275807,0.1
2022-05-07T03:19:17.040Z,35.8341667,-90.1165,19.86,2.73,md,67,31,0.04689,0.16
2022-05-06T23:18:01.557Z,31.70714658,-104.150709,6.825683594,2.5,ml,12,69,0.105446767,0.2
2022-05-06T22:16:21.931Z,31.69756109,-104.1361099,6.877099609,2.6,ml,13,62,0.060656252,0.7
2022-05-06T20:20:53.060Z,34.98816667,-95.98833333,23.72,2.51,ml,86,80,0.307739611,0.26
2022-05-06T20:17:27.060Z,40.8213333,-124.3613333,23.02,3.25,ml,38,190,0.1697,0.12
2022-05-06T19:36:20.150Z,37.3885,-118.4088333,10.36,2.91,md,33,75,0.04377,0.07
2022-05-06T19:24:47.770Z,33.9835,-116.662,16.28,2.63,ml,96,22,0.05611,0.12
2022-05-06T06:06:18.073Z,31.646951,-104.3978842,7.237011719,2.7,ml,15,76,0.090363937,0.3
2022-05-06T03:44:01.423Z,31.69181273,-104.136882,6.080151367,2.6,ml,21,57,0.066205724,0.3
2022-05-05T20:43:11.218Z,45.8206,-106.3727,0,2.8,ml,34,81,0.874,0.86
2022-05-05T06:01:03.340Z,35.3671667,-120.1806667,7.55,2.84,ml,44,41,0.05972,0.25
2022-05-05T02:42:27.082Z,31.67511743,-104.4129416,6.902807617,3,ml,22,56,0.075158307,0.3
2022-05-04T18:48:28.886Z,31.60995404,-103.969881,9.036572266,3.5,ml,18,60,0.083689963,0.2
2022-05-04T18:48:16.945Z,31.60786264,-103.977134,9.370776367,3.2,ml,21,53,0.081270379,0.2
2022-05-04T13:56:06.310Z,40.6633333,-123.7663333,26.62,2.53,md,35,31,0.1476,0.11
2022-05-04T12:27:54.373Z,31.61586374,-104.110858,7.802587891,2.7,ml,17,65,0.094485036,0.3
2022-05-04T12:18:43.690Z,31.59534738,-104.0088119,9.010864258,3.2,ml,21,63,0.071812169,0.2
2022-05-04T11:58:53.770Z,31.59605996,-104.002092,6.465771484,2.5,ml,10,71,0.133847067,0.3
2022-05-04T02:42:43.507Z,31.50544823,-104.0226204,7.854003906,2.6,ml,11,118,0.039881946,0.8
2022-05-04T01:12:16.730Z,37.503,-121.622,6.82,2.6,md,102,54,0.03539,0.08
2022-05-03T22:57:37.620Z,32.025,-116.4455,20.19,2.69,ml,19,95,0.2433,0.17
2022-05-03T14:30:55.100Z,34.0185,-117.198,15.49,2.57,ml,130,19,0.07307,0.17
2022-05-03T13:01:08.180Z,38.8235,-122.8013333,3.46,2.84,md,87,22,0.006828,0.04
2022-05-03T12:59:14.720Z,38.824,-122.8008333,3.31,2.66,md,83,23,0.007243,0.04
2022-05-03T07:20:18.305Z,31.67321119,-104.4231523,7.982543945,2.5,ml,25,90,0.066331217,0.3
2022-05-03T05:08:14.264Z,43.4759,-110.2606,6.21,2.5,ml,44,82,0.284,0.6
